Train/VAE Loss,Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
0.23557614,-0.82206106,0.00057402416,1,85.77134391018349,45.25389846417849,87.87657062487216,18.630654255400003,0.03258297526445137,0.03985110693507724
0.24693066,-0.8956283,0.00050634675,2,95.92687977517235,31.691647052190664,78.7855612068504,65.2353975247948,0.03570336556869716,0.06017257677184211
0.23800209,-0.9114931,0.00035473186,3,69.50634399920861,3.660214502212887,69.01258218732846,65.06375825552016,0.027585390824251058,0.07919161081314087
0.24233347,-0.87524724,0.00037606282,4,83.26957601037398,15.884381582857332,78.00771396495082,66.67542374446842,0.03181428197225871,0.09820809933874342
0.23939413,-0.89388335,0.00019075043,5,80.77309333245981,14.619282373095187,79.3829387788183,65.317295026643,0.031047212617530035,0.11873887240886688
0.2426726,-0.8913183,0.00018794608,6,64.21924652929481,25.117116754255743,71.7377578914871,15.400335679770057,0.0259608770711563,0.1394848327504264
0.24627875,-0.8936397,0.00015723717,7,78.64098824134949,11.620874916310013,75.35492925739184,65.44375614472905,0.030392101932837375,0.15860720660951402
0.2369992,-0.8974248,0.00038649718,8,68.47137501747046,2.548703549221301,68.68400777472647,64.82091877130694,0.02726738621880778,0.1774333292245865
0.23752655,-0.8988915,0.00031610898,9,79.93497523344288,16.41449093591773,74.97062939162282,60.55791856068485,0.030789692421180632,0.19617951797114477
0.24755248,-0.91723824,0.00017527901,10,93.32836445791904,37.361377249098716,73.18710588471347,66.60236196563615,0.03490494566164479,0.21496398528416952
0.23530471,-0.9144225,0.0002625262,11,79.08630872342422,15.671149314425552,71.06129976710757,62.48783643427901,0.03052893111969876,0.23364017453458574
0.2425672,-0.9255513,0.00014336864,12,68.17719556722537,4.079005707627372,67.90804021045395,61.5560978289798,0.027176996630660314,0.25239862826135423
0.23765987,-0.9425316,0.00016476537,13,70.59846874606467,3.606127426032029,70.32201964730433,65.37158209697681,0.02792095711207887,0.270711358388265
0.2554867,-0.9304241,0.00014237044,14,75.15501839977034,12.447700478189882,70.84165804566862,61.72795240686087,0.029321002717673635,0.2883376531468497
0.24714349,-0.9028858,0.00020261251,15,77.09291560472147,12.583173495837285,72.43284667582998,63.05970892102274,0.02991644108048829,0.3072709678941303
0.23930955,-0.86962503,0.00021386152,16,93.51247675786489,37.18824711687074,72.1933364199914,63.35571852950862,0.0349615160133506,0.3256236658493678
0.24653608,-0.91218853,0.0009788522,17,75.64975064976036,12.721143824672042,70.19353724046138,65.72235958601183,0.029473014166068855,0.34307361364364625
0.24397229,-0.84322137,0.0001187642,18,88.43260696082034,38.27884331514671,67.50868902213207,64.55229830441998,0.0334006750422527,0.36049943255053624
0.23138434,-0.8758961,0.0001241978,19,64.36353877019275,33.84864015464575,74.34610129046013,16.455421038459015,0.026005212310129564,0.37855126625961727
0.23499127,-0.8713162,0.00017553833,20,70.85494186598294,7.961687987954243,68.36964142738637,62.88479021906606,0.02799976105185438,0.3971463096804089
0.25203952,-0.8758312,0.00019994106,21,66.31227583010123,22.59282774884881,65.58344983488519,14.985634014427134,0.026603981327156665,0.4156262468629413
0.2488625,-0.8737395,0.00012375783,22,75.990193633856,16.045175091634956,70.81922790677157,64.47579462854736,0.029577618689241563,0.43424076113435955
0.23736095,-0.86199266,0.00012366647,23,64.56160631069606,3.2949563067998935,64.31633370337609,60.732339658061036,0.02606607054953602,0.45241626295778486
0.24210835,-0.87223464,0.00012757216,24,79.31766921900171,28.586833126462206,66.87476159468096,60.86357917772386,0.03060001895364304,0.47027308887905545
0.242111,-0.9319359,0.00014806847,25,91.20058524561185,28.002293913784694,78.73305080641013,68.0164618959254,0.03425116414662413,0.4889797408050961
0.24275719,-0.88889897,0.0001522486,26,74.09395190383796,10.973592485350462,70.4022287198883,65.02725311654572,0.02899497938910838,0.50692139102353
0.24441332,-0.8944295,0.00013525604,27,71.42334363940373,36.541548233569635,69.16572216253313,16.39702010314287,0.028174408200589578,0.5255850211779276
0.23829477,-0.91953576,0.00014060596,28,52.76916337707841,29.485792123080977,66.94674530587204,15.294480666077401,0.022442724122264782,0.5440111269553503
0.23325035,-0.9713426,0.00019152105,29,71.89000643456386,17.400884890193492,66.13500846742222,61.06577358670884,0.028317795027314307,0.562375815709432
0.263874,-0.90073323,0.00017242154,30,74.51144608122374,15.843184258027797,70.60438107476716,64.8876231477047,0.029123258664620063,0.5805674855576621
0.24956463,-0.885947,0.00011352646,31,73.18713058116107,26.844401365534804,69.06468015949505,17.449511929762075,0.028716349437859875,0.5987700817320082
0.2553715,-0.88411576,0.00012347856,32,61.421133392623254,23.885582581461385,68.60549122900785,16.940816986693218,0.025101128731144673,0.6173587766620848
0.24421808,-0.93901336,0.00034055125,33,72.19874790786008,8.077579208611917,70.75708000597626,62.957742264437805,0.02841265894317259,0.6355248827404446
0.24149878,-0.9253859,0.00019801196,34,70.84539223258857,10.975084121999764,67.62361719916534,61.91680907005043,0.0279968268311644,0.6538992702298694
0.23739496,-0.9288543,0.00023687276,35,68.94045870762275,5.636157463282937,68.64710968624607,61.73235053385915,0.02741151688981227,0.6723761832051807
0.24781886,-0.86495626,0.00016801327,36,65.65213319482197,3.498306697212678,65.99808931876726,62.152658890551706,0.02640114587800561,0.6905590573284361
0.24075721,-0.8402097,0.00010824359,37,80.81423746669336,20.551232541065197,71.70051536591981,64.46056955991313,0.031059854565650327,0.7084134633011289
0.24894974,-0.8524094,0.00015728816,38,77.13884984699837,12.842672254915286,74.87922037256027,61.40908325186293,0.02993055483737313,0.7257518878910276
0.24373436,-0.92493916,7.417418e-05,39,85.35076263154451,27.48431791906412,73.71850240392408,63.904728135623515,0.03245374744610091,0.743867483470175
0.2428108,-0.91203696,0.0001537551,40,63.736597406708334,16.748444089950606,68.03128002886717,15.242877401432205,0.02581257828490872,0.7615629702806472
0.23693356,-0.898458,0.0001280737,41,65.51723591447355,3.575931482647141,64.3605940539536,61.79305630779825,0.02635969733493862,0.7801042793856727
0.24379802,-0.93448365,0.00011615525,42,66.13611802190626,2.2232733827918922,66.22052352685992,61.733778259360584,0.026549855072863792,0.799361671143108
