Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
-2.1161606,0.8224,1,201.35072694013547,1.1282771357160384,200.69797315222206,200.03735028882988,0.06809590052728463,0.022061593068970573
-2.0934515,1.899544,2,207.72874917369418,1.1918954513618067,207.07890984791567,206.57297323573366,0.07005561186132386,0.035875567462709215
-2.1172066,4.662489,3,212.16962788194206,1.4683432619554573,212.4688835029542,209.45942608543479,0.07142011640818102,0.051896423035197786
-2.1304393,11.542869,4,210.70749040684274,1.0392765064629492,210.00832065466568,209.65875964001654,0.07097085999656189,0.06841616213321686
-2.0886607,18.954948,5,202.74094230582313,1.843239057051927,202.70760650567036,200.60650007040925,0.06852305814905627,0.08328107231193119
-2.121612,16.569855,6,209.7006397075198,0.8329927243544158,210.1044174199161,207.82577817573545,0.07066149501555467,0.09981141712930468
-2.145953,25.789124,7,219.03498037671739,1.3353978124440593,219.10217653585005,217.08767536745788,0.07352956485528668,0.11313282787799835
-2.1308675,27.46273,8,221.78071532970898,1.9431929208020033,221.7221228749994,218.25463971440564,0.0743732194727531,0.1281538102361891
-2.1550543,66.32768,9,256.92029128209816,1.831812827143583,256.17957313046463,253.89478371695049,0.08517020680605164,0.14479432463645936
-2.1256437,10.930126,10,272.74082219095277,1.3656924633768954,272.6553301206166,271.2069029551444,0.09003122368515108,0.160457507636812
-2.134201,52.124878,11,207.54521919943895,1.7974428724726794,207.6279890083822,203.47055087608524,0.06999922043503007,0.1769126515256034
-2.1254344,22.65512,12,336.2173431010805,17.023433708562585,330.5102234424114,313.39874477353675,0.10953502171495941,0.1918005234003067
-2.1350498,16.120573,13,944.1562550630139,162.71597958289843,998.3219066242659,456.00912164255146,0.2963303530179256,0.2093071362045076
-2.125485,19.161964,14,317.6723368013465,5.216648802332504,318.12278929083413,311.6864800059485,0.10383688243218996,0.22419352995024788
-2.135859,23.485107,15,328.49477694539274,9.533710480226011,325.3459020914557,318.9371224534702,0.10716218576849001,0.23896310514873928
-2.1488032,14.231606,16,290.0336675323212,2.521561491893941,289.2915824026737,285.55129639275344,0.09534462394815997,0.25741133352120715
-2.1584098,80.64707,17,272.9600195921854,3.261167707951787,273.85111056048095,266.32848232737524,0.09009857428630255,0.27678487863805556
-2.129658,35.72328,18,227.95043983170717,3.2523184084957064,228.61422024908387,220.69904180676264,0.07626892923852467,0.29565999229749046
-2.1578104,16.90295,19,216.95218392725127,4.691863052865342,219.09633200102772,207.34423570632288,0.0728896047455462,0.31400888171460895
-2.1161695,8.853514,20,207.08905457253127,3.0416831543458107,207.72284053015215,200.62527573667626,0.06985905927584891,0.3324400814374288
-2.136589,19.230047,21,440.55514566727106,0.8567757348777264,440.8621548302384,438.59475961623383,0.14159385857223136,0.35232397145695155
-2.1256814,8.666159,22,1020.8944966510608,0.5448246470910851,1020.7527741820825,1019.8587091638151,0.3199089478059885,0.3728065871530109
-2.1438959,49.24688,23,1009.4738719059771,0.4930965368270128,1009.4142830097554,1008.7493907829208,0.31639984624830053,0.3931407512558831
-2.1192153,12.816269,24,1006.7266191181349,0.552523898814283,1006.815911745103,1005.841414238323,0.31555572526084497,0.4134788349601958
-2.1455405,21.330692,25,437.293452762426,2.114500752556165,437.8356749192235,433.63494390893885,0.14059167069647452,0.43341942919625176
-2.1249332,49.47142,26,1006.20361516057,0.5113823883411893,1006.16058743007,1005.4215196235119,0.3153950270465938,0.4542158399687873
-2.1200345,14.133892,27,417.9950006592135,4.413178533153618,414.69833976065013,413.6961399109766,0.13466202762983737,0.47285345057646433
-2.1497185,12.403342,28,234.48692774781165,5.902678629080787,236.42244168236343,223.30503574331044,0.07827733074371246,0.49110930767324235
-2.1452813,56.56102,29,201.80660691485622,3.0008055263230804,201.3288204354128,198.5392717764323,0.0682359742242249,0.5102927155627145
-2.1622066,12.270799,30,242.62601531745833,1.6100836401691012,242.6624834748888,239.52478409563648,0.08077814707436906,0.5279517070452372
-2.1318188,18.734089,31,138.77336746987612,33.69875396047433,127.59610665500097,123.27901701957427,0.048868378872865784,0.5401355242729187
-2.135427,21.713425,32,258.1668768772381,2.938296991516408,258.83832888197924,250.67056798532963,0.08555323273951294,0.5550320969025294
-2.138119,48.87952,33,300.07361192376067,1.6212280219383748,300.14173999144333,297.1732156487785,0.0984294976122095,0.5679401136769189
-2.1199224,7.232271,34,291.2201697469226,1.9161543822337999,291.5412241686239,287.4226754113068,0.09570918866002044,0.5838520390457577
-2.1280653,17.728027,35,247.742381868598,2.2337532122793466,247.12127003487774,244.71810942209956,0.08235020203940376,0.5946437556213803
-2.1266384,45.5425,36,231.99181350907446,2.5890229416041817,232.25757183090764,228.12009088597333,0.07751068185565306,0.6087647942701976
-2.1320264,39.764954,37,220.96648690845663,1.4965154360038755,220.88653361365562,218.94077933974236,0.07412303961962725,0.6212577488687303
-2.132404,10.878944,38,219.298784879631,2.1201502228204805,219.41851210121303,215.039267857782,0.07361062143605716,0.6346922073761622
-2.145791,37.618362,39,224.5964734990655,6.556196512967767,224.13010013573694,216.89632492443118,0.07523838942612322,0.6475688246885936
-2.1303055,61.419304,40,180.58058462239651,1.9436279484842331,180.8221732995956,175.8046334151117,0.06171406587397864,0.659805741707484
-2.1194334,75.05412,41,250.89198437109354,1.1187924885481262,251.24091115269152,248.77826339609464,0.0833179490142234,0.6723346826102998
-2.124549,82.95914,42,284.35924297595517,1.5756751546430068,284.42508738646154,281.40270084597347,0.09360110006096643,0.6851850661304262
