Train/Value Loss,Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
4.027255,41.43522,0.7316376,1,180.543771251563,1.2330118335275682,179.89447185431644,179.2830445234152,0.061702754596371756,0.026783044470681083
12.448694,56.232094,2.4701025,2,180.54359167984302,0.3806311058483378,180.59007958991594,179.95057984572463,0.06170269942115881,0.04720138125949436
20.877018,44.171143,1.5530372,3,201.0202754592598,1.3071841682526426,201.34035119814774,199.02443779007754,0.06799436599373994,0.06856187482674916
27.643232,52.384087,4.9819913,4,202.5747508829601,1.9448598414046838,202.81714556004812,200.0980261534728,0.06847199416666826,0.09045742167366876
32.818325,45.392414,2.5793076,5,216.88927313345226,1.6082222009763159,216.80184806673088,214.70022285008034,0.0728702747728483,0.11269568218125238
35.113968,61.185623,5.1449094,6,211.67330200367783,0.7167769746145124,211.76808418809998,209.70208470754852,0.07126761530150666,0.13709478497505187
39.725548,49.246918,1.8657188,7,206.70128165467494,0.916012085943883,206.34980259628915,205.84593150461518,0.06973991215557736,0.15748287777105968
35.847477,57.17999,1.6078346,8,233.0977739439003,1.0589350743774202,233.72589780325973,231.60660886663928,0.07785049929744925,0.17177695433298748
34.503407,48.95237,8.523039,9,219.6853819672574,1.6738124180889074,219.7384794365675,217.1613519581594,0.07372940727069124,0.18654461039437187
39.41262,57.36082,19.510187,10,228.69334311056627,4.034725751223427,228.88238886357837,222.73654241021828,0.07649719372590993,0.20054201311535305
31.756817,43.12115,1.3859594,11,204.49528521610006,0.9447858633932152,203.99819471473177,203.7401147539601,0.06906209761288436,0.2154860171344545
32.054504,60.50406,2.3303902,12,207.1517403450204,1.4953855550612718,206.4029258723765,205.69424465872876,0.06987832010849129,0.23037441849708556
35.43039,49.70639,1.5061916,13,217.10830257273497,1.1473718164342952,217.74481227597335,215.56758092490358,0.07293757376600517,0.24617008401287926
31.577236,63.504414,3.3155491,14,217.08745992131952,10.29204635321007,221.95399008397678,198.52318340489134,0.07293116965220396,0.2605793642997742
41.054,42.292023,1.8752708,15,210.19760777319817,1.2899150415800007,210.61935939152391,208.43077512155924,0.07081419344075632,0.27361020472314623
32.51402,61.43746,2.0926995,16,206.04158268761657,1.1636817098701102,205.9309238161278,204.63437544891173,0.06953721302793933,0.2868276762962341
30.573835,64.19311,1.0841336,17,201.13900856545607,0.9054238747805394,201.12025861517708,200.09946482528727,0.0680308479320929,0.3030609268612332
31.657879,61.173695,2.4481034,18,222.42885650805292,1.0236182221966397,221.92518675335077,221.5559102261761,0.07457236735382743,0.3172373071644041
30.6798,54.267536,1.3808281,19,216.09124076075932,1.6093472350454565,216.66302499775745,213.31280607203917,0.07262507131816796,0.3307861251963509
33.685135,54.29095,3.1929965,20,235.23436659863646,0.8831687149338141,235.5645248965764,233.53601418650737,0.07850698883109818,0.34500255909230976
33.225998,62.539505,0.9777155,21,201.45605030278273,0.9837951988746766,200.80821061714153,200.37783779545694,0.0681282621873668,0.3596424502796597
39.67139,50.292442,1.6455059,22,218.57440788045847,2.0867919454797534,218.26749280053963,215.8431092522591,0.07338804933401485,0.37454604817761317
37.657883,55.75612,2.440457,23,196.36404797177764,1.0616341716109563,195.79423512196308,195.27007119986948,0.06656369337346082,0.3893600512213177
41.212723,48.781578,0.80569243,24,228.83976410529766,0.9833683750227435,229.37439794968355,227.07243368288053,0.07654218304586034,0.4041249301036199
33.48121,54.590683,1.5991001,25,233.08752722969172,1.0063403267060296,233.52286531894936,231.26845259020266,0.07784735089168397,0.4186686595943239
35.175903,39.427723,1.3882949,26,228.63984630391073,1.4862976060185569,228.37598536142724,225.66004468546527,0.07648075629523023,0.433019227054384
30.554287,55.594574,3.08309,27,207.33937777817815,1.7364108987394187,206.71111364891465,205.70925062280108,0.0699359735927508,0.4484556945827272
41.278824,59.461945,8.815929,28,230.93913446249877,1.1550645006444233,231.579490388734,228.90539944690335,0.07718723565506981,0.4631705492072635
34.3196,53.48991,1.7810555,29,199.88857917945728,1.04789851641548,199.3600123928948,198.7794438485359,0.06764664095531817,0.4775390981303321
35.440434,53.449127,1.539259,30,211.20625551728926,0.30221428227746716,211.06983653516681,210.91910172448968,0.0711241105818017,0.49263644920455085
43.12292,59.625977,0.9640362,31,209.1371854191114,1.4377546066607765,209.76839319792956,206.6300319015908,0.07048836803123702,0.5081333771679136
31.102438,42.593906,1.6905012,32,210.22294964081638,0.895287187183174,210.03434766198552,209.28601603276638,0.07082197998388497,0.5239796020587285
36.566204,64.193214,1.9384667,33,232.56177966435342,1.2698685716174003,232.0827580180295,230.65077898340965,0.07768580967641259,0.5384967427783542
36.4697,46.397568,0.8808244,34,225.15179333945366,3.6298016786841774,224.80188773561724,220.9016491712507,0.07540901701965833,0.5526238448090024
40.11144,63.712944,1.4069698,35,213.50070659838366,1.4149909534869212,213.57071586641257,210.96743039686896,0.0718291037010418,0.5680715702639686
33.078934,56.904587,2.0534303,36,220.8977761533309,1.1913757500727837,220.38898296678644,219.79487502252104,0.07410192755060972,0.5823112428850598
33.671703,55.151947,1.0904697,37,235.04802055059568,1.1647146721460846,235.78576661809097,233.08430823555926,0.07844973213787476,0.59672715332773
36.62264,66.581055,2.5067482,38,217.43307334796856,1.3995797286118632,217.43651969722487,214.9786891076759,0.07303736284573605,0.6123883917596605
28.771845,55.29498,4.4244556,39,214.25365535561292,0.8861874523669425,214.3782533290267,213.11141079521352,0.0720604547624616,0.6279375304778417
