Train/VAE Loss,Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
0.06085333,-3.2353008,0.0029535303,1,1384.0468935566441,183.73422345509928,1298.0953004621988,1229.602012756352,0.43149116595111076,0.015824614100986057
0.06166114,-3.2715695,0.0010942263,2,1347.744676068594,118.75018533453185,1269.1850827222431,1256.9313541055446,0.42033694533899557,0.033058025373352895
0.052162457,-3.1988873,0.0013014949,3,1534.543052027559,137.48161565570678,1546.4604573207862,1226.8303366331913,0.4777326208543273,0.06013501154051887
0.058605775,-3.180798,0.00044000318,4,1514.004794191896,135.7335995350936,1521.3799726482118,1262.6159728409216,0.47142203503507535,0.08643294725153182
0.059037548,-3.153956,0.000885717,5,1549.4962391009167,333.99740286446405,1442.8004053754792,1269.4080611806837,0.48232713763626667,0.11435423380798763
0.058483303,-3.23073,0.00049657543,6,1559.9363950153809,285.2041534858805,1547.456213005236,1266.9366655130007,0.48553498030684583,0.14255732138951618
0.056181062,-3.2638001,0.0004266277,7,1551.0832460646732,130.88049575595966,1520.3047961773755,1383.7962546453439,0.4828147614513278,0.17041198405954572
0.04958485,-3.217797,0.00033926519,8,1556.4125948771084,122.65961232701336,1584.6284381733058,1293.6370258959173,0.48445225735340003,0.19820240570439232
0.047256935,-3.1558928,0.0003895681,9,1542.0247095941281,345.9463274033811,1444.0502324860277,1246.239995425433,0.48003143521929775,0.22522191868888009
0.0515811,-3.2142663,0.00033703685,10,1342.3020952430857,107.8658433697825,1279.0445796543804,1258.7204362396067,0.4186646577646354,0.2523639984925588
0.052337594,-3.2367678,0.0003362882,11,1506.6994372704498,253.72754495462834,1428.0079792721594,1255.703079683267,0.46917739081247717,0.2801425099372864
0.060996354,-3.2208338,0.00036499594,12,1321.6137986441734,113.66626402738352,1277.2373344447392,1236.2431599999197,0.41230797102975203,0.3069797486729092
0.058482055,-3.2029114,0.00044231562,13,1327.698964826348,103.77726275735282,1274.710629142108,1239.597601837854,0.414177699403224,0.33398350536823274
0.06027951,-3.248571,0.00056278106,14,1328.780484398906,126.2812040017032,1251.3524624534007,1232.7632353124714,0.414510007144827,0.3607425208224191
0.04744748,-3.2212996,0.00020694535,15,1331.034698621067,94.6228466468669,1281.6530735035901,1228.2448204824152,0.4152026370853871,0.38778737670845453
0.052655224,-3.2231374,0.00016844773,16,1326.106673376906,98.56036738673309,1276.5352771655907,1236.9363462963609,0.4136884518769067,0.41500752601358626
0.04992897,-3.264064,0.0004231754,17,1368.1768964766256,104.43804912131338,1375.889818462971,1241.320883510008,0.42661495009453343,0.4419606226020389
0.050938632,-3.2500997,0.00028199007,18,1355.3636493921272,132.67337977327887,1259.1033994876257,1236.0511508462214,0.4226779513482424,0.46880149828063117
0.054286648,-3.217731,0.00047981218,19,1355.865332433967,119.35648702537375,1331.0505371774718,1227.9309777242509,0.42283209849718395,0.4959340727991528
0.05588811,-3.2106166,0.00014290445,20,1339.2243147801344,123.63570857479503,1282.673331514648,1259.6971555403636,0.4177189788321923,0.5227215198675791
0.05166716,-3.2706795,0.00027710092,21,1298.4322594081127,109.37224734130407,1250.6003385400309,1213.7534440444322,0.40518521047517875,0.5495598679118686
0.05287206,-3.225753,0.00019936563,22,1419.019463438612,194.5354176990988,1304.0668848830153,1247.0919925754602,0.4422368389933841,0.5788973801003562
0.05389151,-3.2080731,0.00015618885,23,1333.1207578886172,115.399360259841,1284.4400278111643,1230.6117259260025,0.415843599728726,0.6064460957712597
0.053117383,-3.2275152,0.00023722161,24,1379.0280447855434,149.31940132450626,1357.862009064607,1223.0988494933288,0.4299490743025736,0.6330124728547202
0.05053073,-3.2438068,0.00019919209,25,1369.6741621169253,109.32757310527674,1393.7484705475636,1228.6240569120514,0.42707499998741777,0.660746012992329
0.04825819,-3.1827717,0.0001445684,26,1284.8870788096508,86.12740309337234,1242.1700239272154,1226.0739749476488,0.4010233178118471,0.6880587071180344
0.04950692,-3.1952662,0.00016113528,27,1370.426417320975,175.44403153631262,1245.594883918402,1232.6527083508688,0.42730613794766337,0.7167219493124221
0.055979878,-3.2787828,0.00026044942,28,1302.4425569315385,80.58769053031953,1270.221306667534,1246.4076269011575,0.4064174146321627,0.7442129316594865
0.05137642,-3.157081,0.0001988535,29,1318.35958054542,117.39585841100832,1258.6322493888774,1220.382043365825,0.4113080798631757,0.7707175980673896
0.054258253,-3.2279232,0.00017488247,30,1334.2430300415385,93.21575301499723,1321.131770927387,1233.712032300492,0.41618842910959336,0.7983618972698847
0.05104843,-3.1788335,0.00013573105,31,1270.9184869857033,104.41524224218155,1225.7516317011712,1203.968844319743,0.3967313278005981,0.8264549148745007
