Train/Value Loss,Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
0.04652054,0.8793509,0.3528126,1,329.97821131138153,91.08366605353012,359.6807846341824,56.87704399025129,0.10761798586354698,0.013777030441496108
0.14080963,-0.2406034,76.40938,2,33.51838259765621,1.308458496906179,33.415104370723114,31.340030090654086,0.01652772854823891,0.02425859749317169
0.14713597,-0.41311634,1.427655,3,1416.67010189995,53.23843632287473,1397.7905400303162,1369.3695559659022,0.4415149740850357,0.03553039073944092
0.21180066,-1.5703194,0.8646431,4,62.00706561210262,2.166112155414844,61.66526489241399,58.5891498663028,0.025281162285347544,0.044801468120680914
0.22249493,-0.21821392,3.6393847,5,1018.2445253352553,10.176888614678095,1019.4354893808681,1003.2645894681459,0.31909471752702545,0.05433853288491567
0.20668793,0.9148999,2.1984024,6,1708.8596806646703,501.73733686439203,1579.8114530529883,1168.485995308654,0.5312931542520055,0.06503721760378943
0.15944648,0.36829773,1.1342111,7,1066.9910289999466,655.3304657986429,1450.8983202036607,71.22881825434841,0.3340725699440088,0.07775055686632792
0.22919297,1.0394162,4.198742,8,598.404084148295,477.5781177324022,361.2813221977742,357.29932633252037,0.19009452891792336,0.0904874665207333
0.21726908,1.3507247,6.8748684,9,1497.9444824710768,175.16886722458898,1416.389541267148,1361.9465578778952,0.4664873430953247,0.1041243792242474
0.1473344,-1.612142,1.4520506,10,1686.2510896862586,52.62637038235596,1686.4331000372108,1584.5291427701204,0.5243464377990701,0.11825465063254038
0.15255804,0.8150953,2.6414962,11,3313.648028830673,407.8392173554755,3505.3072212449547,2218.7564579808914,1.0243804781072985,0.13536314818594192
0.20171747,-0.86307925,1.9433978,12,1947.7645668195062,167.3993376279455,2023.3004979309112,1505.925219674598,0.6046990779083355,0.14902471608585782
0.23177426,-0.008866712,6.8198833,13,2278.049914229425,330.2172268732068,2318.513928008154,1736.1750660791895,0.7061825652785505,0.1637769854068756
0.26566654,0.5396602,0.8542159,14,572.8781695740621,85.82384709549868,610.5912095991987,456.772535972365,0.18225143551513814,0.1761737765868505
0.12279545,-0.48036855,3.420926,15,508.902139880744,203.5538046320823,408.0504157850504,396.8084090410559,0.1625941583991768,0.1885870231522454
0.25223997,-2.5975044,1.652054,16,2803.0307583490057,777.7443588424361,2809.1258827151155,1737.9907739947155,0.8674881977615199,0.20330837898784213
0.1593883,-0.27863425,1.6187018,17,1129.270239528954,98.36832634161902,1130.3039967292148,1006.0683237512972,0.35320848234433494,0.21711491127808888
0.17893565,-0.015928388,1.8961613,18,936.2465974477984,35.38054611473859,939.4262770749059,873.2904017046703,0.2939000313430733,0.22988020916779836
0.16506097,-0.3016784,432.22318,19,1311.2947315473198,57.340921329208975,1297.7893823256077,1239.8383538463677,0.4091373341134972,0.243685595591863
0.16881366,-0.7943956,6.1362557,20,1908.6851489731805,508.9018073230527,1916.291749502222,1215.7219920760003,0.5926915346172285,0.25859266069200304
0.25221097,0.22293702,3.1297925,21,2001.3991586006844,437.2239311502838,1825.0211200432232,1640.326472381687,0.6211788444505565,0.27251480612489914
0.1827628,1.3942116,882.495,22,396.90758734345525,23.387243401272315,412.4968640902531,359.2460151887868,0.12818270827860906,0.2865902598698934
0.13170883,0.29088724,1.9299173,23,757.3501407821436,12.598984491359221,753.2504806761453,741.6588361426084,0.23893229982553532,0.3003692830933465
0.12082284,-1.2345369,3.6420164,24,2139.3002535940764,412.71943716924756,2068.0591531883083,1363.1738734942057,0.6635503397101746,0.3167691487073898
0.13922814,-0.76376057,461.43298,25,1960.8421100346404,417.42625363999025,1758.4245546565317,1555.6805839854003,0.608717284292948,0.33235573914315963
0.1403242,-0.34435034,894.8716,26,2287.3487731068303,600.3181014579471,2243.91640599505,1342.3201339285008,0.7090397329816982,0.3477716448571947
0.13173759,-0.1132975,4.654965,27,954.8509827396601,9.329989780404453,956.3063037558211,935.060975921764,0.2996164154170359,0.36033769011497496
0.17982367,-2.2189887,413.9558,28,535.187428196032,54.30645712479185,552.1392197082062,372.58847427886315,0.17067057700413632,0.37370712571673925
0.1412095,-1.5340667,2.410458,29,986.8938449384101,276.84351113973366,996.6379493433417,418.0228491848941,0.3094619063743339,0.387765098479059
0.1425012,0.26420206,5.3035707,30,2079.2741618288637,627.5154216281692,2028.5740409559614,882.9846668466396,0.645106720659833,0.4017439360088772
0.15152052,-1.1794827,471.39838,31,657.4436521338164,1124.429478374945,58.97916183744549,56.6993093444011,0.2082350286372932,0.4145005213552051
0.16279396,-1.0914285,2.9936557,32,369.6123397057346,3.0754111754978717,370.17013692331227,365.4154508641129,0.11979596953699716,0.42658044530285727
0.24992618,4.2440195,437.90762,33,528.2898507474781,10.04095412402644,525.8513961111018,517.7289671842126,0.1685512271166082,0.4390774818261464
0.12446496,-1.3435628,1.1192999,34,864.6332294798729,431.88263915005905,917.652029669347,369.73095333189144,0.27189610540235726,0.45144515209727815
0.12843643,1.8510659,2.5005248,35,1963.8463150688954,645.2412672949039,1755.6633216211753,1277.4583364947823,0.6096403564366025,0.4663100885020362
0.12301885,-1.3528886,5.752001,36,2316.0092865673373,854.4431413082337,1902.1380711807988,1568.1027594397633,0.7178459633476594,0.4803386155764262
0.24031618,1.1275091,3.11373,37,2656.8659656927107,764.4366851117965,2516.9431479381183,1696.429553578481,0.8225775984696431,0.4963531471623315
0.20565867,-0.72373724,864.37427,38,615.725055956538,284.37256578090677,430.23067440424956,426.6579801901938,0.19541657132012555,0.5085462593370014
0.16033377,-1.2083466,1.3691752,39,253.62869974136214,377.0169790835228,65.93014089693992,63.48149746771162,0.08415883227438763,0.5209833520650864
0.18700741,-1.1076317,4.017832,40,1294.44211119059,348.8516422699517,1117.6182236270818,998.2646295168562,0.40395919739462965,0.5347669235865276
0.33319166,-4.684494,2.0341725,41,1122.0700135034767,752.3451436748941,934.3187515327116,354.30598326133736,0.35099614064450063,0.5471579468250275
0.18750346,-0.18000376,1.7061555,42,2164.3950885387817,590.8291092803609,1924.79982573577,1557.6404162312701,0.6712609795709491,0.5611791657076941
0.15960367,-0.1885303,2.1481729,43,977.142277437201,29.59683946469328,971.6006098601749,942.7504436066253,0.3064656394036392,0.5744608473115497
0.30666035,0.30771428,1.5039442,44,416.13531505797056,76.12132351911347,361.5125882455909,354.90334147680244,0.13409062056710722,0.5862444390190972
