Train/VAE Loss,Train/Actor Loss,Train/Critic Loss,Training Epochs,Eval/AverageReturn,Eval/StdReturn,Eval/MedianReturn,Eval/MinReturn,Eval/D4RL_score,training time
0.026592115,-4.850435,0.0027578066,1,4907.713919868388,57.04815425768198,4922.149999537418,4797.304498098384,1.0687075855399022,0.022719029784202576
0.029376894,-4.8326545,0.0018934156,2,4851.164617760968,32.38801392457543,4852.065897250943,4795.158226450689,1.0563892769079035,0.043491231203079225
0.028023927,-4.913165,0.0041847643,3,4878.410580722846,32.22409389433411,4875.336110076664,4820.965316379493,1.0623243489288257,0.06383098926809098
0.028368687,-4.8627834,0.0012172126,4,4910.477726548661,30.048293843885425,4904.235773169785,4859.531214813948,1.0693096340607153,0.08444056974516975
0.026312536,-4.874177,0.0013114348,5,4909.936200491016,41.36424017325063,4916.631286842913,4802.1285490170385,1.0691916717718497,0.10643686830997467
0.025159063,-4.8065825,0.0007881948,6,4927.129129864096,46.263214015156,4941.542606138097,4822.979197742226,1.0729368605259648,0.13038424670696258
0.025965227,-4.784297,0.00078475603,7,4854.633950294498,76.77319336105063,4870.653273668673,4654.369202795745,1.0571450122981276,0.1519789191087087
0.026039913,-4.7635794,0.00064152933,8,4966.132349164011,37.90155335058642,4980.175320111162,4894.345742800832,1.081433051903627,0.1747483656141493
0.027492015,-4.6564646,0.00075952196,9,4920.941121091235,43.60223811284278,4932.868848563767,4829.242517793596,1.0715889075178653,0.19680427292982738
0.027872538,-4.8345423,0.00055473356,10,4957.150809357105,54.84422772837765,4990.146813805422,4852.565391761888,1.0794765754271907,0.21897125966019101
0.025853977,-4.812065,0.0006706031,11,4960.450034033931,22.293050680749328,4961.818051674822,4928.356752860084,1.0801952556991108,0.2408969991736942
0.024336385,-4.8766475,0.0010360879,12,4930.942297592561,41.41681018696416,4952.575179862697,4850.423874427469,1.073767494595605,0.262640240656005
0.025310863,-4.94782,0.0005962358,13,4939.456014620833,61.14905236932141,4960.109536716771,4786.640335179213,1.0756220637954255,0.28392517619662816
0.024040477,-4.7830667,0.0004993687,14,4942.498521053167,49.361650368925275,4948.35868201564,4827.726092577421,1.0762848223415369,0.3062215443452199
0.025882423,-4.8852005,0.00050644286,15,4980.60620547761,18.78627820277152,4987.757888005121,4937.114471782463,1.0845859365993114,0.32688639554712506
0.027014898,-4.888384,0.00048352953,16,4935.753156956426,39.737453431233,4937.596713677371,4861.277080960808,1.074815458906759,0.34887576460838315
0.026277939,-4.875659,0.0006568772,17,4936.8639807897,33.137693867409624,4941.013871177621,4874.392015687628,1.0750574330833464,0.37093814783626133
0.025865288,-4.8254004,0.0005916416,18,4951.671500241225,40.80071435579706,4947.4669010613525,4896.639093778694,1.078283000647942,0.39281692577732935
0.025570096,-4.7090244,0.00047697528,19,4716.018507679177,493.62755262285583,4862.919048966142,3243.669799163414,1.026949983541573,0.41335104869471656
0.023739971,-4.873782,0.0006549109,20,4906.141875128897,58.26918245206526,4914.4192647011105,4797.456150080359,1.068365142192899,0.4340531775686476
0.02332946,-4.9122276,0.00048281037,21,4933.067152382579,36.76770105587296,4938.141152685554,4868.620758431281,1.0742303582583943,0.45709110107686785
0.025091873,-4.8074245,0.00031154245,22,4890.144175808653,62.47172405026097,4911.492757745863,4807.460611898886,1.0648803140821235,0.47923456291357674
0.025659515,-4.71733,0.0003359569,23,4896.367201377031,51.55698710492989,4909.99357172295,4811.187298458629,1.0662358949066308,0.5002820428212483
0.024341932,-4.8878593,0.00050649914,24,4934.307328383006,46.482438033921134,4946.7894476210495,4831.684958625635,1.0745005096159168,0.5214450662665897
0.027618509,-4.869824,0.00052233355,25,4953.278271728041,56.101205070856,4965.906506251538,4818.803068524983,1.0786330086292624,0.5436296558380127
0.02353577,-4.7659125,0.0006933421,26,4916.759578521943,54.70668816881726,4928.612168645832,4784.879593024582,1.0706780292221696,0.5656814248694314
0.023231344,-4.8535185,0.0005537885,27,4898.122497080362,48.14524095381421,4893.729190795557,4814.423789770212,1.0666182563754423,0.5875174742274815
0.024640786,-4.7977257,0.00036349188,28,4966.178791040702,33.36423473708198,4972.5559448293125,4885.807355630611,1.081443168480653,0.608832804163297
0.023542399,-4.8202467,0.000443416,29,4924.289515669782,27.05327046096465,4925.138109345544,4883.635139223047,1.072318298620905,0.6295664044221242
0.026302084,-4.8731556,0.00029517102,30,4925.270681724387,20.228069518079025,4928.316816435421,4881.196787029941,1.0725320290442601,0.6520380699634551
0.025321344,-4.7785997,0.00032735727,31,4938.117160618815,37.72105816867662,4946.636276190136,4874.518057334342,1.0753304171049196,0.6732416958941354
0.024167461,-4.864468,0.00038519234,32,4938.266563352399,43.78099192075539,4947.5003920418385,4812.839809279339,1.0753629619624894,0.694201117489073
0.023377338,-4.841468,0.00044487024,33,4899.520538781299,37.080633742199,4909.661203324827,4840.710991356124,1.066922796104683,0.7170368356174893
0.024928888,-4.8161054,0.00037172757,34,4915.690688470052,38.120449509588795,4920.450140146841,4815.932654310926,1.0704451896103235,0.7389250542720159
0.024435524,-4.817897,0.00043314334,35,4911.184188986216,42.68032517161916,4918.486274086764,4830.7189899968225,1.0694635249491684,0.7601959247059292
0.02512444,-4.852338,0.00030518806,36,4941.359254408386,34.11466280029805,4954.757974689546,4867.531415363122,1.0760366523797238,0.7827231474055184
0.024842357,-4.84352,0.0005686658,37,4911.430215585815,34.260496397827474,4925.075924745624,4866.437991641132,1.0695171176810432,0.8028129026624892
